Скважина,Давление пластовое,Тип испытания
e0cc3e36c7e3b1cf17d5b8abd6a2ef50,357.7,результат ненадежен
36b9b03fe6f054cefb4db3977b479d47,161.0,результат ненадежен
1390ea1f8bd63dd4bd04682276bcbd1d,373.5,среднее качество
bcbcef5e92bc7cddcddea2282aedf3a6,173.0,низкое качество
bcbcef5e92bc7cddcddea2282aedf3a6,130.0,низкое качество
3ab94291155c472589f689ab015023aa,251.0,среднее качество
34f0b85a7548d755810ba700bdaf498a,206.0,результат ненадежен
5c2ab8d7b3c0662c9fb78a19f383bdac,142.0,результат ненадежен
5c2ab8d7b3c0662c9fb78a19f383bdac,217.2,результат ненадежен
5c2ab8d7b3c0662c9fb78a19f383bdac,87.0,результат ненадежен
8c9796b3803d75e5b8db203524b53c7b,388.6,низкое качество
8c9796b3803d75e5b8db203524b53c7b,0.0,среднее качество
c677e7e003dee680a31ff75bfce8a6dd,249.6,среднее качество
0dfdb18a4861b7a12908648f7a531790,380.0,низкое качество
0dfdb18a4861b7a12908648f7a531790,327.5,среднее качество
a1d8308b2526617379f8451fec429df3,280.0,низкое качество
58b487691391d69d0ffb306be3fb69d0,182.0,среднее качество
58b487691391d69d0ffb306be3fb69d0,259.0,среднее качество
097278c74db2f57facb9a33a3857d995,0.0,низкое качество
097278c74db2f57facb9a33a3857d995,120.0,низкое качество
097278c74db2f57facb9a33a3857d995,160.0,низкое качество
4f8fa5005a9489c2df79b075234c0641,127.7,результат ненадежен
4f8fa5005a9489c2df79b075234c0641,130.0,результат ненадежен
d812243839776ab7d07d6396b1d70d43,150.1,низкое качество
ce2174ce2ef0a5a89fea6141051c6e39,214.0,низкое качество
06ea4252d9311316b20a10f3f8266b26,433.0,результат ненадежен
06ea4252d9311316b20a10f3f8266b26,230.0,результат ненадежен
06ea4252d9311316b20a10f3f8266b26,240.0,среднее качество
7565119f6142aa263323b8db406ee634,263.0,среднее качество
06ea4252d9311316b20a10f3f8266b26,272.0,низкое качество
5abef909aa98710f88f4da20442fec33,212.0,среднее качество
5abef909aa98710f88f4da20442fec33,275.0,низкое качество
8874679b76d4203e697bec7d597d9c90,219.0,среднее качество
a431c7b8e5d9f1f140ad7eced54eb109,182.0,среднее качество
a431c7b8e5d9f1f140ad7eced54eb109,145.0,среднее качество
a431c7b8e5d9f1f140ad7eced54eb109,195.4,результат ненадежен
a431c7b8e5d9f1f140ad7eced54eb109,214.1,результат ненадежен
120031e82e8149b7ea27d648e881eab1,254.6,среднее качество
46550c38b627c998ab6f0d605bf31dc4,244.4,низкое качество
46550c38b627c998ab6f0d605bf31dc4,181.0,результат ненадежен
46550c38b627c998ab6f0d605bf31dc4,245.8,результат ненадежен
1c641ae366dd27cfa15df6b3eb48066a,227.6,результат ненадежен
1c641ae366dd27cfa15df6b3eb48066a,259.0,результат ненадежен
1c641ae366dd27cfa15df6b3eb48066a,195.0,результат ненадежен
37c1939a3c11c153a02b86d060e88483,323.0,низкое качество
37c1939a3c11c153a02b86d060e88483,321.0,низкое качество
37c1939a3c11c153a02b86d060e88483,160.0,результат ненадежен
1c641ae366dd27cfa15df6b3eb48066a,317.8,низкое качество
1c641ae366dd27cfa15df6b3eb48066a,278.0,низкое качество
37c1939a3c11c153a02b86d060e88483,232.0,результат ненадежен
37c1939a3c11c153a02b86d060e88483,259.0,результат ненадежен
5be4c08bfeaf0956d6ca9a752817fa77,231.0,результат ненадежен
f72728147bd503c136efba622dcb7a30,0.0,результат ненадежен
a446c209e8b3c06ee9460f8fbcb69c3a,140.0,результат ненадежен
a446c209e8b3c06ee9460f8fbcb69c3a,206.7,результат ненадежен
e92de1a61c6aa6d3b28bd7e7980b6d4a,147.0,результат ненадежен
e92de1a61c6aa6d3b28bd7e7980b6d4a,192.0,результат ненадежен
e92de1a61c6aa6d3b28bd7e7980b6d4a,180.0,результат ненадежен
945b20e6368a6a286569ea4f46d4391f,166.9,результат ненадежен
76dcc4e7fe57e66c4347c2617ec043c7,116.0,результат ненадежен
945b20e6368a6a286569ea4f46d4391f,128.0,результат ненадежен
af7bec0ca729782623f35ea73dc8f821,0.0,результат ненадежен
416534103ee7f2e471d386cc5df2cb12,196.0,результат ненадежен
031f7cf95ada8d6e49ad6bd96c886d9c,83.0,результат ненадежен
9582e8a76f32ca56b349ce17dbe9b32c,455.5,результат ненадежен
9582e8a76f32ca56b349ce17dbe9b32c,95.7,результат ненадежен
dafba5fe6e87ad20085d758186cdc1cf,250.5,результат ненадежен
dd260c5e24be545a9dd8961aeb7f4fa1,268.0,среднее качество
dd260c5e24be545a9dd8961aeb7f4fa1,242.0,среднее качество
d84a959d9176806072c1eb399d7490cf,246.3,среднее качество
038753062b1b3941bbce024a2af27e18,232.3,результат ненадежен
d84a959d9176806072c1eb399d7490cf,270.5,среднее качество
d84a959d9176806072c1eb399d7490cf,332.0,результат ненадежен
beca6d9f8328b86b3687e8bf59ee016f,355.0,низкое качество
beca6d9f8328b86b3687e8bf59ee016f,400.0,низкое качество
beca6d9f8328b86b3687e8bf59ee016f,359.0,среднее качество
8fd08cf150a2b8a0d6a03e35b8867186,153.0,низкое качество
387e8429d0f4f9e70d350314cb012f52,242.0,результат ненадежен
076ba09a8e0c70e1df2c06f45d653b31,126.0,среднее качество
e41d698c54702398dacc3c29e880726c,118.0,низкое качество
e41d698c54702398dacc3c29e880726c,117.0,низкое качество
c00f38976f7316cab0a4af3376d2ffee,239.0,низкое качество
48839eaaa0199c0402291354e02011f4,190.0,среднее качество
c00f38976f7316cab0a4af3376d2ffee,199.0,среднее качество
c00f38976f7316cab0a4af3376d2ffee,128.0,низкое качество
c00f38976f7316cab0a4af3376d2ffee,96.0,низкое качество
c00f38976f7316cab0a4af3376d2ffee,124.0,среднее качество
c00f38976f7316cab0a4af3376d2ffee,87.0,среднее качество
1aaedec79837073c8d5ad95c5ffde610,100.0,среднее качество
0629ab7d6c84f651f73ec122c9bb4237,0.0,результат ненадежен
0629ab7d6c84f651f73ec122c9bb4237,156.7,низкое качество
d8dd36b312f226b99e93864b6c5ed766,216.1,среднее качество
aadbd4a5c9673d229a84be2438518b97,267.0,среднее качество
aadbd4a5c9673d229a84be2438518b97,247.0,результат ненадежен
aadbd4a5c9673d229a84be2438518b97,273.0,среднее качество
e5c332b37ca4bc903d61ed1f2b6c843f,205.0,результат ненадежен
e5c332b37ca4bc903d61ed1f2b6c843f,249.0,результат ненадежен
4798646dea982d4c5c1bf236d3eba664,235.0,низкое качество
4798646dea982d4c5c1bf236d3eba664,159.0,среднее качество
43c51ca648226149a64d64cec89712eb,264.2,результат ненадежен
43c51ca648226149a64d64cec89712eb,231.8,результат ненадежен
ea9493fd3c5199223d222ad6bab28314,0.0,результат ненадежен
ea9493fd3c5199223d222ad6bab28314,191.3,результат ненадежен
6cfbad31c5f32c61c59b03a916c00093,175.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,429.0,результат ненадежен
db036a260226479029ceb71c3bceb8bd,190.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,269.0,среднее качество
554a2de66befa7e154c61a60e37050cc,393.0,результат ненадежен
554a2de66befa7e154c61a60e37050cc,403.0,результат ненадежен
554a2de66befa7e154c61a60e37050cc,444.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,259.0,среднее качество
a7fc6aadd6359b5d0615805edf98eeef,283.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,192.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,195.0,результат ненадежен
a7fc6aadd6359b5d0615805edf98eeef,230.0,результат ненадежен
dd97cad9e4ca572c4d637c1d0797ae19,254.0,низкое качество
1cb69fe220cee2ed4f1ec2439238cdf5,158.0,результат ненадежен
1cb69fe220cee2ed4f1ec2439238cdf5,126.0,результат ненадежен
1cb69fe220cee2ed4f1ec2439238cdf5,251.0,результат ненадежен
1cb69fe220cee2ed4f1ec2439238cdf5,142.0,результат ненадежен
dd97cad9e4ca572c4d637c1d0797ae19,150.0,среднее качество
dd97cad9e4ca572c4d637c1d0797ae19,0.0,среднее качество
dd97cad9e4ca572c4d637c1d0797ae19,152.0,среднее качество
a488c4cc90777cef05ceefaaaebd8aa9,273.9,среднее качество
a488c4cc90777cef05ceefaaaebd8aa9,320.8,низкое качество
82caef031d483d87aa06ab8833f6d1e2,340.0,результат ненадежен
82caef031d483d87aa06ab8833f6d1e2,333.1,результат ненадежен
a488c4cc90777cef05ceefaaaebd8aa9,0.0,результат ненадежен
35b1e1c65579f7f0b00468a951ddd4ce,456.3,низкое качество
7dc22c85497efc0834a681b9b7f59577,212.0,результат ненадежен
d36381d53629a8e2a850e63249a2e10e,143.0,результат ненадежен
c4b5b89b6ef6606c466d84292030efd8,220.0,низкое качество
c4b5b89b6ef6606c466d84292030efd8,170.0,низкое качество
bf5a5241dac3e5686d049e818a4aee49,267.2,высокое качество
4b76064cbaace6d48f1c5953b4eaad16,240.0,среднее качество
4b76064cbaace6d48f1c5953b4eaad16,0.0,среднее качество
4b76064cbaace6d48f1c5953b4eaad16,272.0,низкое качество
4b76064cbaace6d48f1c5953b4eaad16,296.0,низкое качество
4b76064cbaace6d48f1c5953b4eaad16,311.0,низкое качество
4b76064cbaace6d48f1c5953b4eaad16,334.6,низкое качество
6f6ccc0c3899cd74085a6fec755bf1e2,266.0,среднее качество
6fc687f2a2ff67f883027b20cfbd9250,200.7,результат ненадежен
6fc687f2a2ff67f883027b20cfbd9250,241.0,среднее качество
2de809426ffb2a2e06a266d635b5d241,227.0,результат ненадежен
2de809426ffb2a2e06a266d635b5d241,241.0,среднее качество
2de809426ffb2a2e06a266d635b5d241,277.0,среднее качество
1a3d0cc4d01178a716fc02dfafb7cc0a,268.0,среднее качество
6fc687f2a2ff67f883027b20cfbd9250,265.0,среднее качество
1a3d0cc4d01178a716fc02dfafb7cc0a,217.5,результат ненадежен
1a3d0cc4d01178a716fc02dfafb7cc0a,231.0,среднее качество
e6eecf29cf69b376111285abda30bcd3,118.2,результат ненадежен
e6eecf29cf69b376111285abda30bcd3,90.0,результат ненадежен
e6eecf29cf69b376111285abda30bcd3,66.0,результат ненадежен
02384c4d1324238fb99fcf66c88fbdad,310.7,низкое качество
b6d57684ae0376c5e3addc6697a501b1,163.0,низкое качество
b6d57684ae0376c5e3addc6697a501b1,268.8,низкое качество
02384c4d1324238fb99fcf66c88fbdad,155.0,среднее качество
02384c4d1324238fb99fcf66c88fbdad,190.0,среднее качество
b6d57684ae0376c5e3addc6697a501b1,70.0,среднее качество
32144a10e7af7a916ac586dd700f4252,205.0,результат ненадежен
32144a10e7af7a916ac586dd700f4252,0.0,результат ненадежен
08a150adf24e74844be252fdd26c407c,274.0,высокое качество
44b2bb9651b84a6640ee9cec8fc573ee,120.0,результат ненадежен
44b2bb9651b84a6640ee9cec8fc573ee,125.0,среднее качество
08a150adf24e74844be252fdd26c407c,70.0,результат ненадежен
04154a658a396d1c18331ebf0330744f,186.0,результат ненадежен
04154a658a396d1c18331ebf0330744f,326.0,низкое качество
04154a658a396d1c18331ebf0330744f,278.0,низкое качество
333cb091a4bab9eec1589ba0b3136de3,217.0,среднее качество
f418638850d16c7342a45ab8fa52db60,387.0,среднее качество
333cb091a4bab9eec1589ba0b3136de3,190.0,результат ненадежен
333cb091a4bab9eec1589ba0b3136de3,0.0,низкое качество
e0b1b21139620961906e9a7881c1dbc4,247.0,среднее качество
e0b1b21139620961906e9a7881c1dbc4,241.0,низкое качество
e0b1b21139620961906e9a7881c1dbc4,212.0,низкое качество
5fcdb7a8e9a31fd603ad3e5fac59d0db,224.0,результат ненадежен
5fcdb7a8e9a31fd603ad3e5fac59d0db,237.0,результат ненадежен
a2fc99d445adc1de96a7f467de2070c8,263.0,результат ненадежен
fa2ab12ddbcedd3d2330c50d88d04d17,130.0,низкое качество
bc9fbd922bdcf71c4884f6746a35d6e3,97.0,среднее качество
bc9fbd922bdcf71c4884f6746a35d6e3,103.0,среднее качество
d33af0454c15662737bdf042d95c18ad,275.0,результат ненадежен
d33af0454c15662737bdf042d95c18ad,225.0,результат ненадежен
51b6b9303fa256ba32a707a01ad748c6,245.0,низкое качество
51b6b9303fa256ba32a707a01ad748c6,174.8,результат ненадежен
b22174a22c297b66ab1e03dcae5f785d,201.6,результат ненадежен
b22174a22c297b66ab1e03dcae5f785d,200.0,среднее качество
b22174a22c297b66ab1e03dcae5f785d,255.0,среднее качество
f456d952af575b9a40e08ab9eef4f8f0,157.0,результат ненадежен
f456d952af575b9a40e08ab9eef4f8f0,162.0,результат ненадежен
fb320d5df1289157fc1374e4675323e0,193.0,результат ненадежен
817ce937b35e0936a9ffc1cfbdb4b700,213.0,среднее качество
817ce937b35e0936a9ffc1cfbdb4b700,267.8,высокое качество
844fd517dcc64c8097157bafef273884,190.0,результат ненадежен
7933616f292814cd85aa85d48eba6e5e,208.4,низкое качество
6704523bf862da89ab9f89e85469bd35,0.0,результат ненадежен
ce53457ef45b5f5b13d71072c862849c,185.0,результат ненадежен
14ceda46a67a93bd87c41914899f0616,215.0,результат ненадежен
e1cf877ac3b2ddec7836cf4be514a4ef,166.0,результат ненадежен
e1cf877ac3b2ddec7836cf4be514a4ef,247.0,результат ненадежен
e1cf877ac3b2ddec7836cf4be514a4ef,353.4,результат ненадежен
4f94a9fdb300c75ba22d3d43ce7d0fdf,166.2,низкое качество
2673cf7f6587ea26376f7d0748ebeac5,148.0,результат ненадежен
2673cf7f6587ea26376f7d0748ebeac5,148.0,результат ненадежен
5ef6821ed76ac9a8381b0beca5eac491,0.0,среднее качество
c4c023c3db25addcb85f101d47f7d823,250.8,результат ненадежен
4d6ce2e32bfdd278161f85731a7e05f8,399.8,низкое качество
c4c023c3db25addcb85f101d47f7d823,282.4,среднее качество
f34d76c453a510a645101e756bb7916b,255.0,среднее качество
f34d76c453a510a645101e756bb7916b,255.0,среднее качество
41a50b3bf58254bf28522b63896fa27e,128.0,результат ненадежен
d40615487908734418e61e1743fddc3c,238.7,результат ненадежен
3dc63c5f8a990b71048b26b0a6ac3098,90.0,результат ненадежен
3dc63c5f8a990b71048b26b0a6ac3098,125.0,результат ненадежен
3dc63c5f8a990b71048b26b0a6ac3098,190.0,среднее качество
e9ec7f9b0d4d81ad93252aff67a4924f,296.0,низкое качество
e9ec7f9b0d4d81ad93252aff67a4924f,365.0,среднее качество
14f2c87e5ee5587efb0d983596b62689,150.0,результат ненадежен
14f2c87e5ee5587efb0d983596b62689,134.0,результат ненадежен
9e9361ee4a678722163f069a51a8f799,200.0,низкое качество
9e9361ee4a678722163f069a51a8f799,177.0,низкое качество
9e9361ee4a678722163f069a51a8f799,232.0,среднее качество
9e9361ee4a678722163f069a51a8f799,143.6,среднее качество
9e9361ee4a678722163f069a51a8f799,140.0,низкое качество
27ca40a785b4a8d7c05a57d5d2a3758d,87.4,низкое качество
a138105c787689551a0fb8bf922fc732,158.0,результат ненадежен
a138105c787689551a0fb8bf922fc732,100.0,результат ненадежен
74479e41a4d58036f0c788f22d26f49b,0.0,результат ненадежен
74479e41a4d58036f0c788f22d26f49b,151.5,результат ненадежен
74479e41a4d58036f0c788f22d26f49b,281.3,низкое качество
ee964ad85efbfbcc4295f3f225bcfd35,151.7,низкое качество
ee964ad85efbfbcc4295f3f225bcfd35,70.0,среднее качество
ee964ad85efbfbcc4295f3f225bcfd35,99.0,результат ненадежен
ee964ad85efbfbcc4295f3f225bcfd35,109.0,результат ненадежен
37338d3f1587fe381bd3a24bb7bd61ba,178.0,среднее качество
37338d3f1587fe381bd3a24bb7bd61ba,0.0,низкое качество
3ef974463344fdf91533f7bcdc9497bc,0.0,среднее качество
f2ff1cd481a6715dab9f6b0204cb36eb,280.37,среднее качество
f2ff1cd481a6715dab9f6b0204cb36eb,278.5,среднее качество
f2ff1cd481a6715dab9f6b0204cb36eb,0.0,результат ненадежен
fa5687dcaa35024568981760194e11a3,239.0,низкое качество
fa5687dcaa35024568981760194e11a3,0.0,среднее качество
fa5687dcaa35024568981760194e11a3,0.0,низкое качество
fa5687dcaa35024568981760194e11a3,260.2,среднее качество
fa5687dcaa35024568981760194e11a3,233.9,низкое качество
c43a70eed6be2ca0ba61719163fcad10,0.0,низкое качество
c43a70eed6be2ca0ba61719163fcad10,230.0,низкое качество
c43a70eed6be2ca0ba61719163fcad10,242.8,среднее качество
fb8de1efd55f5f174f7cd9125aaf2736,192.7,среднее качество
8a1bb504879b7da32b431048b69dde1e,255.0,среднее качество
2abe5d8b51f5021f947961f3222c48c1,0.0,среднее качество
2abe5d8b51f5021f947961f3222c48c1,237.0,низкое качество
ab6ff4bff1be25c0dd00a4844afe0cd4,243.0,низкое качество
a3fff9b7c3cd667cacd6c541c3c5a695,146.0,высокое качество
a3fff9b7c3cd667cacd6c541c3c5a695,174.0,среднее качество
22a661dc7f2ca6f3899c6afb63e2df81,85.0,среднее качество
22a661dc7f2ca6f3899c6afb63e2df81,75.0,высокое качество
22a661dc7f2ca6f3899c6afb63e2df81,217.3,среднее качество
9adecd0aecacb7b08baabac0c9d2f811,0.0,низкое качество
9adecd0aecacb7b08baabac0c9d2f811,100.0,среднее качество
9adecd0aecacb7b08baabac0c9d2f811,143.0,низкое качество
c46e6577ed8a7b5c6390dbd510532254,175.0,среднее качество
c46e6577ed8a7b5c6390dbd510532254,180.0,среднее качество
efc27bde734b6da88040a81f8bdddf24,123.0,среднее качество
d55fa7c14dc2508fde23b0a4833b688e,380.0,среднее качество
d55fa7c14dc2508fde23b0a4833b688e,380.0,высокое качество
d55fa7c14dc2508fde23b0a4833b688e,425.5,высокое качество
d55fa7c14dc2508fde23b0a4833b688e,370.0,среднее качество
d55fa7c14dc2508fde23b0a4833b688e,390.0,низкое качество
d55fa7c14dc2508fde23b0a4833b688e,396.0,высокое качество
79a0073a4e5f43f078ea0f37287068e6,0.0,среднее качество
79a0073a4e5f43f078ea0f37287068e6,102.0,высокое качество
4af252084139ab2c2246bb5025f1e75a,0.0,среднее качество
4af252084139ab2c2246bb5025f1e75a,215.0,среднее качество
79a0073a4e5f43f078ea0f37287068e6,0.0,низкое качество
efc27bde734b6da88040a81f8bdddf24,0.0,низкое качество
26b0ef08b630ff89812938b50b628569,424.0,низкое качество
26b0ef08b630ff89812938b50b628569,436.0,среднее качество
26b0ef08b630ff89812938b50b628569,422.3,среднее качество
5e69778b215abaac60b5a9f15673a8f8,268.0,среднее качество
5e69778b215abaac60b5a9f15673a8f8,201.0,высокое качество
f12abbf02962630ac4ef91e49d077333,0.0,среднее качество
f12abbf02962630ac4ef91e49d077333,236.0,среднее качество
442c30be6d733e814a37cb9cebb9b15a,170.0,среднее качество
442c30be6d733e814a37cb9cebb9b15a,0.0,среднее качество
0556368a803a0c64972646d4bfaecd86,120.0,низкое качество
4241434fd1862869b77f1f3e22045291,122.6,среднее качество
fc330f0bffba3e7b5a612199a98a1ce0,0.0,высокое качество
1a41e8657c3273f16e0f6654d2bcdeba,131.0,высокое качество
746b3e0604dcb2d11ffb73331506ac2a,138.0,высокое качество
4241434fd1862869b77f1f3e22045291,167.0,среднее качество
4241434fd1862869b77f1f3e22045291,227.0,среднее качество
4241434fd1862869b77f1f3e22045291,135.0,среднее качество
a72e3b2cd5678607b2847d02f1781ceb,209.0,среднее качество
a72e3b2cd5678607b2847d02f1781ceb,95.0,среднее качество
499b92fb231235d07f2047cdc97bb6e1,0.0,низкое качество
499b92fb231235d07f2047cdc97bb6e1,219.7,высокое качество
250e6e1a659c831d3923500bb14442e8,389.6,высокое качество
250e6e1a659c831d3923500bb14442e8,398.5,низкое качество
250e6e1a659c831d3923500bb14442e8,245.0,среднее качество
250e6e1a659c831d3923500bb14442e8,225.0,высокое качество
d9f7dff69e85794191e06015a6086b34,193.0,среднее качество
d9f7dff69e85794191e06015a6086b34,169.0,среднее качество
d9f7dff69e85794191e06015a6086b34,210.0,среднее качество
d9f7dff69e85794191e06015a6086b34,125.2,высокое качество
abe744fa00a0cb21c377d881a1355f59,0.0,высокое качество
2d721e9205dd75bd3976a9aa0b76e618,0.0,среднее качество
a5eb08e9ed8b23eb403a72006e304a56,168.0,среднее качество
a5eb08e9ed8b23eb403a72006e304a56,165.0,среднее качество
a5eb08e9ed8b23eb403a72006e304a56,150.0,среднее качество
a5eb08e9ed8b23eb403a72006e304a56,116.5,высокое качество
2d721e9205dd75bd3976a9aa0b76e618,184.7,среднее качество
2d721e9205dd75bd3976a9aa0b76e618,185.0,среднее качество
2d721e9205dd75bd3976a9aa0b76e618,178.0,среднее качество
2d721e9205dd75bd3976a9aa0b76e618,197.0,среднее качество
2d721e9205dd75bd3976a9aa0b76e618,228.3,высокое качество
c207346c98325f81db7a23e4da078710,0.0,низкое качество
c207346c98325f81db7a23e4da078710,135.0,среднее качество
c207346c98325f81db7a23e4da078710,169.0,среднее качество
c207346c98325f81db7a23e4da078710,153.0,среднее качество
c207346c98325f81db7a23e4da078710,168.3,среднее качество
0a0106327ac0b21fe3033dc746605ecb,185.0,низкое качество
0a0106327ac0b21fe3033dc746605ecb,151.4,среднее качество
0a0106327ac0b21fe3033dc746605ecb,150.0,низкое качество
e550ef96fa9b84f3539cf3404e5c1fe8,145.0,высокое качество
e550ef96fa9b84f3539cf3404e5c1fe8,270.1,низкое качество
175da4863586bd62e76f99114fc97fac,221.0,низкое качество
175da4863586bd62e76f99114fc97fac,208.0,низкое качество
175da4863586bd62e76f99114fc97fac,155.0,среднее качество
175da4863586bd62e76f99114fc97fac,208.0,среднее качество
a698c289bcf07f95c14fd04a7390a4d2,165.0,среднее качество
a698c289bcf07f95c14fd04a7390a4d2,125.0,среднее качество
ff4b72bca181b95c5cdd7679c4dc312f,0.0,среднее качество
ff4b72bca181b95c5cdd7679c4dc312f,0.0,низкое качество
ca61aeab3a2337a10592944e3d3c5a74,0.0,низкое качество
ca61aeab3a2337a10592944e3d3c5a74,210.0,среднее качество
4727e67a56d9b67254b23f3a8ce3c7d9,110.0,низкое качество
424b371bdd4ffa24231ba0638e725d24,130.0,среднее качество
424b371bdd4ffa24231ba0638e725d24,170.0,низкое качество
424b371bdd4ffa24231ba0638e725d24,163.0,среднее качество
ca61aeab3a2337a10592944e3d3c5a74,205.0,среднее качество
1ddedb7c5763e42726e412ae1a88160f,230.0,низкое качество
fd9cd51e3c889beb7b75704c19861bff,180.0,среднее качество
fd9cd51e3c889beb7b75704c19861bff,220.0,среднее качество
ca61aeab3a2337a10592944e3d3c5a74,200.0,низкое качество
ca61aeab3a2337a10592944e3d3c5a74,0.0,низкое качество
d7f145259f0dc05d96bb41fa0183bd31,200.0,среднее качество
6d5487bc432c3a0c0f284d0cff23fedf,187.0,низкое качество
4727e67a56d9b67254b23f3a8ce3c7d9,95.0,низкое качество
cdc9f9e17f2b9cd54bf476f07e6266e1,0.0,среднее качество
4727e67a56d9b67254b23f3a8ce3c7d9,0.0,среднее качество
4727e67a56d9b67254b23f3a8ce3c7d9,140.0,низкое качество
b26c10c9db3284f12172486d76bfcb7d,148.0,среднее качество
b26c10c9db3284f12172486d76bfcb7d,225.0,среднее качество
b26c10c9db3284f12172486d76bfcb7d,135.0,низкое качество
b26c10c9db3284f12172486d76bfcb7d,160.0,среднее качество
