Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Попутный газ, м3","Закачка, м3","Природный газ, м3","Газ из газовой шапки, м3","Конденсат, т","Простой, ч",Причина простоя,"Приемистость, м3/сут","Обводненность (вес), %",Агент закачки,"Нефть, м3","Жидкость, м3",Дебит конденсата,"Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Пласт МЭР,Куст,Тип скважины,Диаметр экспл.колонны,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Способ эксплуатации,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Дебит жидкости,Обводненность,Состояние на конец месяца,Давление наcыщения,Газовый фактор,Температура пласта,SKIN,JD факт,Дата ГРП,Фирма ГРП,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП(ИДН) Дебит жидкости,ТП(ИДН) Дебит жидкости скорр-ый,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,ТП(ГРП) Дебит жидкости,ТП(ГРП) Дебит жидкости скорр-ый,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Причина простоя.1,Примечание,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Мероприятия,Номер бригады,Фонтан через насос,Нерентабельная,Неустановившийся режим,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Группа фонда,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Диаметр дополнительного оборудования,Глубина спуска доп. оборудования,Тип газосепаратора,Марка ПЭД,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Число качаний ШГН,Длина хода плунжера ШГН,Диаметр плунжера,Станок-качалка,Коэффициент подачи насоса,Тип ГЗУ,ДНС,КНС,КН закрепленный,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый,ГП - Общий прирост Qн
75775ea5f538c99d1fb5f46b383cd08a,2009-03-31,0.0,ЭЦН,НЕФ,РАБ.,743.0,0.0,"1158,00",50263.0,0.0,0.0,0.0,"0,00",1.0,Прочие,"0,00","54,8",,"1331,00","2696,00","0,00","50263,00","1623,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-05-30,1.0,ЭЦН/ФОН,НЕФ,РАБ.,334.0,0.0,"440,00",26137.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","67,8",,"506,00","1405,00","0,00","26137,00","1878,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-06-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1160,00",52932.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","58,4",,"1334,00","2914,00","0,00","52932,00","1707,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-07-31,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"1288,00",59863.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","48,9",,"1480,00","2676,00","0,00","59863,00","1995,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-08-30,0.0,ЭЦН,НЕФ,РАБ.,743.0,0.0,"1592,00",73346.0,0.0,0.0,0.0,"0,00",1.0,Геологич.причина,"0,00","42,8",,"1830,00","2986,00","0,00","73346,00","2369,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-09-30,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"1590,00",75695.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","45,5",,"1828,00","3117,00","0,00","75695,00","2523,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749bec5329ae4975b962a3b76c021abc,2008-10-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1530,00",70457.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","48,5",,"1758,00","3155,00","0,00","70457,00","2272,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-05-30,0.0,ЭЦН/ФОН,НЕФ,РАБ.,142.0,0.0,"179,00",10620.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","33,9",,"206,00","295,00","0,00","10620,00","1794,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-06-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"992,00",45253.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","29,9",,"1140,00","1550,00","0,00","45253,00","1459,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-07-31,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"992,00",46117.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","21,9",,"1140,00","1410,00","0,00","46117,00","1537,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-08-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1010,00",46564.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","20,5",,"1161,00","1414,00","0,00","46564,00","1502,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-09-30,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"909,00",43293.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","21,2",,"1045,00","1282,00","0,00","43293,00","1443,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b75db1f4f30b28579246cfed2cd5b,2008-10-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"864,00",39783.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","17,8",,"993,00","1174,00","0,00","39783,00","1283,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-03-01,1.0,ЭЦН,НЕФ,РАБ.,528.0,0.0,"268,00",16600.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","13,5",,"308,00","349,00","0,00","16600,00","754,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-03-31,0.0,ЭЦН,НЕФ,ОСТ.,480.0,0.0,"112,00",6800.0,0.0,0.0,0.0,"0,00",264.0,ГРП,"0,00","13,8",,"129,00","146,00","0,00","6800,00","340,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-05-01,0.0,ЭЦН,НЕФ,РАБ.,144.0,0.0,"185,00",11500.0,0.0,0.0,0.0,"0,00",576.0,,"0,00","36,9",,"213,00","318,00","0,00","11500,00","1916,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-05-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"898,00",55900.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","38,0",,"1032,00","1567,00","0,00","55900,00","1803,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-07-01,0.0,ЭЦН,НЕФ,ОСТ.,720.0,0.0,"739,00",46200.0,0.0,0.0,0.0,"0,00",24.0,Заклинивание насос,"0,00","39,5",,"849,00","1318,00","0,00","46200,00","1540,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c582fb9a885a77aaf3c29597b19f71c9,2005-08-01,0.0,ЭЦН,НЕФ,РАБ.,648.0,0.0,"774,00",50200.0,0.0,0.0,0.0,"0,00",72.0,,"0,00","20,0",,"890,00","1077,00","0,00","50200,00","1859,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2005-08-01,1.0,ЭЦН/ФОН,НЕФ,РАБ.,48.0,0.0,"54,00",3500.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","36,5",,"62,00","92,00","0,00","3500,00","1750,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2005-08-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1045,00",67800.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","25,9",,"1201,00","1555,00","0,00","67800,00","2187,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2005-10-01,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"863,00",56066.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","23,3",,"992,00","1246,00","0,00","56066,00","1868,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2005-10-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"857,00",56233.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","27,9",,"985,00","1308,00","0,00","56233,00","1813,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2005-12-01,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"728,00",47297.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","25,0",,"836,00","1072,00","0,00","47297,00","1525,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d66319ad6c73028717fd6d4c911ff3ba,2006-01-01,0.0,ЭЦН,НЕФ,РАБ.,672.0,0.0,"610,00",39589.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","28,8",,"701,00","941,00","0,00","39589,00","1413,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-06-30,1.0,ЭЦН/ФОН,НЕФ,РАБ.,94.0,0.0,"109,00",4962.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","66,0",,"125,00","331,00","0,00","4962,00","1266,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-07-31,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"872,00",40515.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","63,9",,"1002,00","2501,00","0,00","40515,00","1350,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-08-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1104,00",50860.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","51,8",,"1269,00","2423,00","0,00","50860,00","1640,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-09-30,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"1183,00",56343.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","45,0",,"1360,00","2300,00","0,00","56343,00","1878,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-10-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1050,00",48347.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","47,4",,"1206,00","2125,00","0,00","48347,00","1559,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93975028fa56d84f53887b672cc1256b,2008-11-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1002,00",44752.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","42,9",,"1152,00","1882,00","0,00","44752,00","1443,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-04-30,1.0,ФОН,НЕФ,ОСВ ТГ,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","0,0",,"0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-05-30,1.0,ЭЦН/ФОН,НЕФ,РАБ.,622.0,0.0,"496,00",29427.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","27,6",,"570,00","754,00","0,00","29427,00","1135,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-06-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"525,00",23973.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","34,2",,"604,00","869,00","0,00","23973,00","773,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-07-31,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"525,00",24392.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","32,0",,"603,00","843,00","0,00","24392,00","813,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-08-30,0.0,ЭЦН,НЕФ,РАБ.,743.0,0.0,"513,00",23645.0,0.0,0.0,0.0,"0,00",1.0,Геологич.причина,"0,00","36,9",,"590,00","881,00","0,00","23645,00","763,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ed0a1cd9f15ba3053f16405bb581d,2008-09-30,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"470,00",22366.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","42,7",,"540,00","880,00","0,00","22366,00","745,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-05-31,1.0,ФОН,НЕФ,ОСВ ТГ,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,Принята в освоение,"0,00","0,0",,"0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-07-01,1.0,ФОН,НЕФ,ОСВ ТГ,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","0,0",,"0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-08-01,1.0,ФОН,НЕФ,ОСВ ТГ,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","0,0",,"0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-08-31,1.0,ЭЦН/ФОН,НЕФ,РАБ.,552.0,0.0,"641,00",41600.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","30,4",,"737,00","1009,00","0,00","41600,00","1808,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-10-01,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"592,00",38446.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","39,6",,"680,00","1057,00","0,00","38446,00","1281,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1e45aa4c4e7fd37dbcd247ab0302d07,2005-10-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"694,00",45549.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","36,3",,"798,00","1182,00","0,00","45549,00","1469,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-03-30,1.0,ФОН,НЕФ,ОСВ ТГ,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","0,0",,"0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-04-30,1.0,ЭЦН/ФОН,НЕФ,РАБ.,502.0,0.0,"1325,00",64045.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","45,4",,"1523,00","2594,00","0,00","64045,00","3061,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-05-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1839,00",101782.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","36,7",,"2114,00","3151,00","0,00","101782,00","3283,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-06-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1506,00",68715.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","35,3",,"1731,00","2529,00","0,00","68715,00","2216,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-07-31,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"1452,00",67509.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","36,2",,"1669,00","2469,00","0,00","67509,00","2250,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30682674316c62c504bfc54e4fb460b,2008-08-30,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"1446,00",66647.0,0.0,0.0,0.0,"0,00",0.0,Геологич.причина,"0,00","40,9",,"1662,00","2633,00","0,00","66647,00","2149,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-05-01,1.0,ЭЦН/ФОН,НЕФ,РАБ.,118.0,0.0,"119,00",4653.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","54,2",,"137,00","274,00","0,00","4653,00","946,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-05-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"916,00",36970.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","34,0",,"1053,00","1511,00","0,00","36970,00","1192,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-07-01,0.0,ЭЦН,НЕФ,РАБ.,743.0,0.0,"861,00",35438.0,0.0,0.0,0.0,"0,00",1.0,,"0,00","35,5",,"990,00","1449,00","0,00","35438,00","1144,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-08-01,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"725,00",31671.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","43,8",,"833,00","1382,00","0,00","31671,00","1055,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-08-31,0.0,ЭЦН,НЕФ,РАБ.,744.0,0.0,"655,00",30219.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","49,2",,"753,00","1368,00","0,00","30219,00","974,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d792a2c1d8d26880a4a8f5f294e03045,2007-10-01,0.0,ЭЦН,НЕФ,РАБ.,720.0,0.0,"584,00",28381.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","54,0",,"672,00","1338,00","0,00","28381,00","946,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed9d29c6b7eb1204608e2741ead69c25,2006-10-01,1.0,ЭЦН/ФОН,НЕФ,РАБ.,24.0,0.0,"23,00",1474.0,0.0,0.0,0.0,"0,00",0.0,,"0,00","53,1",,"27,00","52,00","0,00","1474,00","1474,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
