idw,PRON_mode,PRON_min__gtPM,PRON_max__gtPM,PRON_mean__gtPM,PRON_median__gtPM,PRON_std__gtPM,PRON_quan80_gtPM,PRON_quan90_gtPM,KGL_min__gtPM,KGL_max__gtPM,KGL_mean__gtPM,KGL_median__gtPM,KGL_std__gtPM,KGL_quan80_gtPM,KGL_quan90_gtPM,KPO_min__gtPM,KPO_max__gtPM,KPO_mean__gtPM,KPO_median__gtPM,KPO_std__gtPM,KPO_quan80_gtPM,KPO_quan90_gtPM,KGL_min__lePM,KGL_max__lePM,KGL_mean__lePM,KGL_median__lePM,KGL_std__lePM,KGL_quan80_lePM,KGL_quan90_lePM,KPO_min__lePM,KPO_max__lePM,KPO_mean__lePM,KPO_median__lePM,KPO_std__lePM,KPO_quan80_lePM,KPO_quan90_lePM,DEPT_min_,DEPT_max_,DEPT_min__gtPM,DEPT_max__gtPM,DEPT_min__lePM,DEPT_max__lePM,DEPT_min__PRON_median__gtPM,DEPT_max__PRON_median__gtPM,DEPT_delta_PRON_median__gtPM,DEPT_sum_h_PRON_median__gtPM,DEPT_min__PRON_quan80_gtPM,DEPT_max__PRON_quan80_gtPM,DEPT_delta_PRON_quan80_gtPM,DEPT_sum_h_PRON_quan80_gtPM,DEPT_min__PRON_quan90_gtPM,DEPT_max__PRON_quan90_gtPM,DEPT_delta_PRON_quan90_gtPM,DEPT_sum_h_PRON_quan90_gtPM
388ce77c9326a8ca9bf81af1793dd10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2708.8,9.0,2708.8,9.0,2708.8,,,,,,,,,,,,
38d49cedfcd1f024e56824b9a285b7e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,2465.6,11.2,2465.6,11.2,2465.6,,,,,,,,,,,,
38ffaacf7b8d60b68d9c7044141e54bc,0.1,0.1005,519.8555,32.524397441998815,2.069,83.97161519964882,26.771,80.143,6.578,23.0282,12.323730993456277,11.8912,3.172064077816048,15.3545,16.485,8.0083,22.705,16.810228494943487,16.6762,3.040015892925747,19.5345,21.009,6.0535,24.751,20.302678529136802,20.983,3.6490750550098885,23.50562,24.2341,4.0,20.636,10.01402296665628,9.6701,2.5561770193900197,12.299800000000001,13.504100000000001,5.9,3677.3,2835.9,3619.8,2837.3,3645.7,2835.9,3552.7,716.7999999999997,841.0,2839.7,3058.6,218.9000000000001,337.0,2866.4,3058.5,192.0999999999999,169.0
390f816cc9605129f700f7cc53ada7c3,0.01,0.0935,12.565,2.876765027322405,2.487,2.0911095047768287,4.059200000000001,5.308800000000004,7.991,17.4025,11.6415737704918,11.346,2.020431309021187,13.087,14.2529,10.555,20.152,16.406346994535518,16.781,1.88880674686696,17.7656,18.3324,7.984,20.846,14.498081325301204,14.904,3.2760212700054208,17.252,19.1705,6.0,17.395,12.189,13.07625,3.448072939624349,14.966,16.12925,12.2,2832.6,2746.3,2780.9,2746.2,2781.0,2753.8,2779.9,26.09999999999991,92.0,2756.5,2779.6,23.09999999999991,37.0,2756.6,2778.7,22.09999999999991,19.0
3a36efb8cb6fe16ed8f67ab3f1c55254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2656.8,8.0,2656.8,8.0,2656.8,,,,,,,,,,,,
3a64ba1b382ffeb0c514a4a569acff44,0.1,0.109,60.882,11.452505172413794,5.05975,13.433116041094209,22.440300000000015,31.963400000000018,2.108,32.1925,8.000586206896552,6.05675,6.02045275181471,13.674600000000002,16.951600000000003,11.64,22.533,18.836510344827584,19.4585,2.5024410815590885,21.272100000000002,21.710699999999996,2.108,78.238,64.7398991346674,73.6505,18.948205538744162,78.238,78.238,3.862,20.039,11.032263234438627,10.627,2.1262151826637314,12.8324,13.7654,27.0,2881.8,2683.1,2808.3,2656.2,2870.0,2692.8,2801.9,109.09999999999991,145.0,2705.7,2801.8,96.10000000000036,58.0,2705.8,2801.6,95.79999999999973,29.0
3ab94291155c472589f689ab015023aa,0.01,0.059,4.124,1.2574716981132075,1.06875,1.0208117307650637,2.012,2.6275,8.21,23.293,14.790773584905663,15.313749999999999,3.6697215433041834,17.809,18.9125,8.75,19.99,15.023009433962264,14.668,2.489570153164839,17.873,18.4465,8.203,24.733,20.919172969803576,21.34,2.7606942915226407,23.328,23.919,5.65,17.697,9.992868513632367,9.947,1.9498397180746263,11.616,12.5525,2255.0,2736.0,2283.5,2634.9,2283.4,2635.0,2283.6,2634.9,351.3000000000002,53.0,2284.1,2634.8,350.7000000000003,22.0,2284.2,2629.0,344.8000000000002,11.0
3b33b93f93c2dd4cccadeaf9ddd9d671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,2895.9,13.4,2895.9,13.4,2895.9,,,,,,,,,,,,
3d72a24a611bc4e63f9412ee26f282f6,0.1,0.237,27.508,7.9044358974358975,4.047000000000001,8.096832967208693,16.987600000000008,22.2239,7.773,20.413,12.317378205128204,12.655750000000001,2.9813621661924326,14.9711,16.1248,9.2395,20.38,16.26268376068376,16.06225,2.5223437829170177,19.2934,19.897350000000003,7.775,24.743,21.57626356248627,22.159,2.7275443729073605,23.8955,24.451,3.872,14.1,8.989411377113989,8.821,1.909375995852899,10.5701,11.6602,2904.2,3487.8,2950.9,3429.3,2950.8,3429.4,2951.2,3429.1,477.9000000000001,117.0,3341.8,3427.8,86.0,47.0,3342.3,3346.8,4.5,24.0
3dc63c5f8a990b71048b26b0a6ac3098,0.01,0.02,18.54,1.9372375,1.29025,2.286824616942332,2.6630000000000003,3.9756000000000005,8.009,23.565,13.984896875,13.84375,2.368723660110052,15.5358,16.838,6.7375,20.973,15.224871875,15.3585,2.1700700864980846,16.86,17.721799999999998,7.931,24.75,20.059818401937047,20.278,3.4371248317399714,23.1086,24.73,4.0,18.901,9.858729539951572,10.225,2.575673036026992,11.869,12.850200000000001,12.8,2951.8,2621.5,2875.7,2621.4,2875.8,2621.9,2875.4,253.5,240.0,2622.2,2851.4,229.20000000000027,96.0,2622.4,2851.1,228.69999999999982,48.0
3e6bb038ae52e2c24b40e6b007d0aabb,0.01,0.1135,20.469,4.110695035460992,2.7127499999999998,4.087711086661821,5.997000000000001,10.000300000000001,8.13,24.0105,12.389067375886524,11.939499999999999,2.5485697522181345,14.100999999999999,15.5294,11.066,21.182,16.837553191489363,16.919249999999998,2.1306330460395797,18.576,19.6332,11.004,24.747,16.68759900990099,15.8125,3.8949943960292175,21.044,22.233,7.607,19.352,13.46759900990099,14.133,2.8931559049071325,15.841,16.6055,2562.0,3116.0,3005.9,3043.9,3005.8,3044.0,3006.2,3043.7,37.5,141.0,3006.5,3043.5,37.0,57.0,3006.6,3043.4,36.80000000000018,29.0
3fda519da8f720c7507f9817e7fed9ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,2511.0,8.2,2511.0,8.2,2511.0,,,,,,,,,,,,
4052a766179bb8a037037fe0a163e5e6,0.01,0.095,21.146,3.9243868312757204,2.2595,4.072654344485986,6.899000000000001,9.189800000000004,7.683,21.6355,12.3420987654321,12.0985,3.0559772128964364,15.250800000000002,16.3731,10.0175,21.251,16.48607407407407,16.491,2.4704509757159676,18.8948,19.489199999999997,7.951,24.75,21.090890510948906,22.499499999999998,4.322532954400982,24.675,24.704,6.0,20.512,10.007548357664234,9.70625,2.1520101963816605,11.441,12.656,6.2,3073.8,2834.1,2967.7,2834.0,2967.8,2834.5,2967.6,133.0999999999999,122.0,2856.8,2963.8,107.0,49.0,2861.6,2963.7,102.09999999999991,25.0
41191393a514bca093c523acfe04759f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2877.0,1.6,2877.0,1.6,2877.0,,,,,,,,,,,,
416534103ee7f2e471d386cc5df2cb12,0.01,0.0885,21.414,3.281991561181435,2.0305,3.3948995922492182,5.944800000000001,8.0026,7.928,20.166,12.770350210970463,12.443,2.3870817864544174,14.961000000000002,16.192600000000002,10.012,21.278,16.126386075949366,16.323,2.4686372299273267,18.569200000000002,19.1956,8.48,24.658,20.8791503131524,21.59425,2.9943619641911616,23.498,24.085900000000002,4.608,19.525,9.948304105775923,9.4115,2.752844875714927,12.206800000000001,14.088700000000001,7.4,3399.0,2997.1,3251.3,2996.0,3307.0,2997.1,3246.7,249.5999999999999,119.0,2997.2,3246.2,249.0,48.0,2997.2,3233.5,236.30000000000018,24.0
419eaa675f30d92a736b4dee249b5f4a,0.01,0.209,15.755,3.6631728395061725,3.0955000000000004,2.803584554643238,5.656400000000001,7.3955,8.119,19.309,13.28901234567901,13.187000000000001,2.0589994554663225,14.942,16.1126,11.5,20.63,16.849055555555555,17.194000000000003,1.8925314941954703,18.4666,19.0329,8.09,24.751,22.13920969023034,23.272,3.3308554271393707,24.602,24.739000000000004,6.0,17.715,10.435422557585385,10.443,1.7800133217020306,11.5258,12.593800000000002,6.0,3336.1,3199.2,3243.9,3143.0,3285.0,3204.0,3243.8,39.80000000000018,81.0,3204.2,3231.2,27.0,33.0,3204.2,3231.0,26.800000000000182,17.0
41a50b3bf58254bf28522b63896fa27e,0.01,0.099,17.512,3.0545714285714283,1.2425000000000002,4.04208136319147,4.214,9.16930000000001,7.758,19.7325,12.759860714285715,12.959,3.3242752545284198,15.6416,17.01845,9.53,20.853,15.45979642857143,15.23975,2.741437155195507,17.845,19.484300000000005,7.771,24.746,21.393692328767123,22.2185,3.572472596974859,24.637,24.684,6.0,16.321,9.592861917808218,9.462,1.8389750350093848,10.9467,12.090399999999999,4.4,3029.8,2763.3,2959.5,2763.2,2959.6,2763.6,2949.6,186.0,70.0,2765.2,2769.8,4.600000000000364,28.0,2765.5,2767.6,2.099999999999909,14.0
41be9a727b918e22e567b4db638595ed,0.01,0.11,33.886,6.967350253807107,3.316,8.132152321135244,12.888500000000011,19.499,7.809,21.5915,11.917098984771576,12.109,2.6741756920093445,13.883,14.852800000000002,8.4605,20.51,15.834654822335024,15.7305,2.6077273963380128,18.528000000000002,19.3546,7.831,24.749,20.55221393841167,20.9445,3.1115497412004434,23.4732,24.477800000000002,3.66,19.3,8.700857374392221,8.483,2.7369836535951264,11.32,12.44095,3094.8,3643.1,3151.5,3541.1,3151.4,3541.2,3156.2,3538.8,382.60000000000036,99.0,3159.6,3329.6,170.0,40.0,3159.6,3328.5,168.9000000000001,21.0
4241434fd1862869b77f1f3e22045291,0.099,0.162,90.05,9.425449122807017,3.4095,16.777897460197522,8.1132,23.044599999999996,4.1,28.9025,12.92013157894737,11.9555,6.03517075963414,17.917900000000003,22.991600000000002,8.633,22.832,14.716019298245612,13.925,3.106455128202356,16.210000000000004,20.496599999999997,6.252,44.407,40.31533143507973,43.7985,7.577487780064924,44.407,44.407,0.0,18.902,9.796191799544417,10.953,2.9068360362571104,11.282,11.945800000000002,7.4,2770.9,2520.3,2746.3,2520.2,2768.4,2520.3,2727.9,207.5999999999999,143.0,2520.4,2722.8,202.4000000000001,57.0,2520.8,2716.2,195.39999999999964,29.0
424b371bdd4ffa24231ba0638e725d24,0.1,0.1595,18.429,4.756568245125349,3.454,3.948502010195707,7.199600000000002,11.283299999999999,4.1,37.1555,11.24322819767442,10.362,5.480088643474629,13.708100000000004,17.446599999999997,8.9035,18.995,14.27193036211699,14.208,1.8218198658562925,15.7352,16.797,7.123,45.0,32.01428033088235,34.819,9.962873550351516,41.058800000000005,42.406,3.535,14.348,9.753518218623482,10.3935,2.1488404700774457,11.1851,11.504,25.0,3086.0,2904.3,3068.1,2864.0,3073.0,2904.4,3067.5,163.0999999999999,180.0,2904.5,3014.0,109.5,72.0,3008.2,3013.4,5.200000000000273,36.0
43c51ca648226149a64d64cec89712eb,0.01,0.0905,25.273,5.427823008849558,4.293,4.453672313725933,8.244200000000003,11.3304,8.018,22.824,13.203499999999998,13.21175,2.1651444736987258,14.770199999999999,15.526250000000001,9.0805,21.628,17.472955621301775,17.984,2.362231276120578,19.3001,19.9358,8.826,24.751,19.93414925373134,20.244,3.0127578998166475,22.567,23.943,3.232,20.485,10.878848495617152,10.759,4.176854161814493,15.078,16.445,10.8,3317.5,2740.1,3195.9,2740.0,3196.0,2740.4,3004.6,264.1999999999998,170.0,2741.4,2998.7,257.2999999999997,68.0,2749.6,2998.7,249.0999999999999,34.0
442c30be6d733e814a37cb9cebb9b15a,0.1,0.2285,69.613,10.560324324324323,4.681,15.90935821651409,10.227800000000006,40.286800000000014,4.1,32.4535,10.321021021021023,9.2855,5.212439713428162,13.312000000000005,18.275900000000007,8.392,21.024,14.837540540540541,14.741,2.569167676858669,16.2166,19.5644,5.418,44.407,40.07277608082706,44.0985,8.21264413425172,44.407,44.407,4.662,11.446,7.774045582706767,7.547,1.4181360858390326,8.510000000000002,9.833749999999998,2917.0,3187.8,2925.7,3166.5,2924.0,3170.0,2925.9,3125.6,199.69999999999982,168.0,2926.0,3119.1,193.0999999999999,67.0,2926.5,2935.0,8.5,34.0
44526ca6f359c464df4590a567301570,0.1,0.117,935.466,21.682087199312715,2.327,56.75386826714565,27.992100000000004,56.895450000000025,5.942,24.522,12.217755154639175,11.5395,3.146831489351213,15.038000000000002,16.58835,7.195,24.842,17.83173067010309,17.881,3.0149993881002897,20.598,21.71725,5.84,37.423,19.40776810551559,19.9785,3.756781749624108,22.784,23.762,1.434,28.332,10.01393077784891,9.819749999999999,3.4383268824371633,13.046500000000002,14.61115,4.0,3345.6,2575.6,3298.1,2577.0,3317.4,2575.9,3297.8,721.9000000000001,582.0,2576.2,2893.2,317.0,233.0,2580.8,2892.8,312.0,117.0
44b2bb9651b84a6640ee9cec8fc573ee,0.099,0.137,96.599,12.00335978835979,2.194,21.21478402309247,13.319800000000008,48.62760000000004,6.607,18.7015,12.542219576719576,12.7235,3.3553336114831795,15.7712,16.352,5.4765,23.209,17.0035582010582,16.7485,3.1288140281356527,20.0702,21.6567,6.569,25.198,20.306884308510636,20.65325,2.869498445596504,22.6214,23.49305,1.0,23.116,10.460612588652483,10.434000000000001,2.60823681600889,12.3842,13.624950000000002,2.4,3075.8,2678.3,3035.3,2678.2,3035.4,2678.4,3034.7,356.2999999999997,95.0,2706.7,2711.4,4.700000000000273,38.0,2706.8,2710.1,3.299999999999727,19.0
45307e922796c3f2729f9c8a0329c505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,2787.1,7.6,2787.1,7.6,2787.1,,,,,,,,,,,,
4543c6c76f3e160c48ed499b63dbe98b,0.1,0.1325,21.391,2.0092365747460086,1.537,2.0734832991649963,2.6073999999999997,3.1192,5.75,20.288,10.92843976777939,10.823,2.5707353931990857,13.25,13.9412,8.3685,21.293,16.945214078374455,17.073,2.3274913538899185,19.102,19.851399999999998,5.685,56.735,20.454557112638817,19.48075,8.421369228520007,22.6328,23.763799999999996,0.0,20.454,9.281760973030144,9.67425,3.6520230811348107,11.891399999999999,13.22395,9.2,3463.2,3039.3,3417.3,3000.0,3463.2,3039.5,3416.5,377.0,346.0,3039.5,3416.4,376.9000000000001,138.0,3039.5,3416.4,376.9000000000001,69.0
4571b100370d786862db8e03e3e38e5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.06,3343.26,2566.06,3343.26,2566.06,3343.26,,,,,,,,,,,,
46171066a30a051265d496e712652f72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,2798.0,15.6,2798.0,15.6,2798.0,,,,,,,,,,,,
46550c38b627c998ab6f0d605bf31dc4,0.1,0.111,6.04,1.9079732142857144,1.3450000000000002,1.58714227400508,3.7320000000000007,4.29565,8.772,19.271,13.343863839285715,13.207999999999998,1.8026146631362467,14.9259,15.634850000000002,9.1365,18.605,15.257529017857141,15.280000000000001,2.1718203546199746,17.6098,17.88205,7.899,24.624,20.816463042853034,21.6135,3.278755973519502,23.5988,24.193,3.438,19.563,9.41340509059534,9.499,2.850461341926628,11.8478,13.083200000000001,0.0,3283.8,2797.1,3166.9,2797.0,3167.0,2797.2,3166.0,368.8000000000002,112.0,2797.6,3159.8,362.2000000000003,45.0,2799.0,2894.1,95.09999999999991,23.0
4727e67a56d9b67254b23f3a8ce3c7d9,0.1,0.117,34.143,3.9880935672514624,2.60725,5.251786620173126,4.0998,6.9024000000000045,4.1,35.2065,13.892925438596492,13.087499999999999,5.105600691003806,17.574900000000003,19.674900000000015,8.7,19.159,13.652168128654969,13.680250000000001,1.753914483768028,14.483400000000001,15.508100000000006,4.1,45.0,41.452196464443546,44.031,5.646805565114184,44.407,44.4094,4.85,14.761,8.971875050220973,9.3445,2.0326546856753605,10.459399999999999,10.813,36.6,2889.4,2593.9,2851.7,2589.0,2872.0,2593.9,2843.8,249.9000000000001,171.0,2593.9,2828.7,234.79999999999973,69.0,2594.0,2790.4,196.4000000000001,35.0
475478c7c1fccdf3964226610102477a,0.1,0.106,8.22,2.1314406779661015,1.7235,1.7635553547758656,3.4675000000000002,5.0017000000000005,7.841,18.4065,13.064604519774011,13.5865,2.4663222583253948,14.933,15.760000000000002,9.241,20.43,15.510638418079095,15.128,2.1110683621994104,16.9942,18.6284,7.858,24.751,20.713201227147508,20.835,2.587428948980637,23.0676,23.760600000000004,4.0,17.78,9.477026671675432,9.46,1.9009732500279983,10.9475,11.6907,2051.6,2808.1,2391.3,2808.1,2391.2,2807.6,2391.5,2807.0,415.5,89.0,2394.7,2799.1,404.4000000000001,36.0,2569.5,2798.6,229.0999999999999,18.0
4798646dea982d4c5c1bf236d3eba664,,,,,,,,,8.094,24.746,19.58072149586618,20.269,3.3950242069018266,22.411,23.32,,,,,,,,8.094,24.746,19.58072149586618,20.269,3.3950242069018266,22.411,23.32,,,,,,,,3005.0,3580.0,3005.0,3580.0,3005.0,3580.0,,,,,,,,,,,,
47ccb5294edaaab625cf4cdf2a8d346a,0.1,0.1185,75.023,7.587281767955801,3.2695,10.853255147299725,11.7505,18.561,8.065,19.7755,12.429582872928178,12.131,2.8244150640805317,14.721,15.887,8.4445,22.64,16.173160220994475,16.661,3.3403042890777273,19.2655,20.135,7.873,24.753,20.48309682947729,21.5415,3.98205003975642,23.6194,24.5167,2.061,20.781,8.13414353041988,8.029,2.8433713007651913,10.184000000000001,11.657800000000002,6.4,3228.9,2904.5,3155.7,2904.4,3155.8,2908.1,3155.3,247.20000000000027,91.0,2908.2,2951.7,43.5,37.0,2908.6,2951.7,43.09999999999991,19.0
47e2501363b3d10bb6826cd7d1bed6e0,0.1,0.2575,10.716,2.619302083333333,2.0495,2.121990338638026,3.6268000000000002,5.990500000000001,7.659,17.8395,13.343822916666667,13.5365,2.402470395761148,15.335700000000001,16.35875,10.114,19.816,16.213869791666667,16.4615,1.8420971378176496,17.5396,18.59365,7.666,24.751,21.055489021956088,22.4355,3.931521831872901,24.624,24.687,6.0,19.974,10.171778110445775,9.713,2.3544975972068616,11.966200000000004,13.225,0.0,3496.8,3241.7,3410.9,3241.6,3411.0,3241.9,3410.9,169.0,96.0,3242.0,3410.9,168.9000000000001,39.0,3250.8,3410.8,160.0,20.0
48839eaaa0199c0402291354e02011f4,0.1,0.1385,30.597,4.7546015625,3.903,3.869058124211866,7.895100000000001,9.955150000000001,7.623,22.6645,13.018613281250001,13.0515,3.1808212784960497,15.693999999999999,17.272850000000002,10.419,22.031,17.174040039062497,17.59075,2.1540233121791763,19.0649,19.6331,7.024,24.751,19.028842375737153,20.009,4.688029193510857,22.855200000000004,23.859,0.0,22.531,10.80083042872081,11.332,3.8043752071352017,13.543600000000001,14.767600000000005,5.6,2899.8,2266.9,2786.3,2251.0,2895.6,2266.9,2786.3,519.4000000000001,256.0,2267.0,2786.2,519.1999999999998,103.0,2267.0,2786.0,519.0,52.0
499b92fb231235d07f2047cdc97bb6e1,0.1,0.2245,11.569,2.368535046728972,1.7365,1.9187209689917069,3.4610000000000003,4.360900000000001,8.044,21.6475,14.176619158878507,15.2165,3.226467264183102,16.675,17.85335,7.318,17.285,13.244897196261684,13.112,1.614079214511517,14.692599999999999,15.2008,7.998,24.738,22.552988560366067,23.977,3.034865663597629,24.37,24.466,0.638,15.119,6.44747791619479,5.5345,2.3716289304177516,8.001,10.216800000000001,2798.6,3217.0,2880.0,3146.3,2886.6,3206.8,2880.8,3134.9,254.0999999999999,214.0,3121.5,3132.6,11.099999999999909,86.0,3123.0,3132.6,9.599999999999909,43.0
49ae3723488d7438951a38623e047df9,0.01,0.055,45.705,4.580507462686567,2.0525,6.295587480624349,7.03,11.678,7.1,21.24,11.883644278606965,11.6655,2.697855963831205,14.407,15.674,4.6565,22.879,15.994995024875623,15.9935,3.176663535846238,18.743,19.9325,8.062,24.751,21.148462579617835,21.3945,2.60777034572861,23.563,24.42555,1.731,15.433,8.314814092356688,8.0,2.96972051672275,10.9253,12.24625,6.6,3027.1,2525.5,2922.1,2525.4,2922.2,2525.9,2920.8,394.9000000000001,101.0,2534.4,2919.5,385.0999999999999,41.0,2534.5,2919.4,384.9000000000001,21.0
4ab7f167648fa3e819dbf39268c97ab4,0.01,0.022,30.58,4.646305084745761,0.5065,7.683801513638907,7.908100000000007,14.357649999999998,7.77,22.1805,12.765783898305086,12.477,2.9994122312238845,15.235,16.837400000000002,7.6975,20.3,14.769694915254236,14.807500000000001,2.9286410219054844,17.511400000000002,18.6068,7.782,24.744,21.96062463428906,23.2025,3.4817017800773757,24.556,24.690000000000005,4.0,15.622,7.03370567583382,6.6735,2.023877259077162,8.1053,9.390500000000001,3152.2,3569.8,3290.9,3473.3,3290.8,3473.4,3291.3,3472.6,181.29999999999973,59.0,3294.5,3298.4,3.900000000000091,24.0,3294.6,3296.5,1.900000000000091,12.0
4af252084139ab2c2246bb5025f1e75a,0.1,0.5305,45.706,6.277261640798226,3.5455,7.416471570261905,8.214,15.894,4.325,28.3835,11.77759977827051,10.07,5.917872277452801,15.669,22.756,8.6855,21.579,14.732517738359201,14.269,2.3288656892516455,16.076,17.161,4.46,44.407,39.80502115384615,43.178749999999994,7.002695616600894,44.407,44.407,3.945,18.035,9.931844230769231,10.609,2.445641225231795,11.402199999999999,12.4166,7.0,3540.0,3261.0,3527.9,3263.0,3540.0,3261.0,3514.4,253.4000000000001,226.0,3261.0,3514.0,253.0,91.0,3261.1,3513.8,252.70000000000027,46.0
4b3b8c7d50e0417709d3ec24b9dfd6e5,0.1,0.1535,2.693,0.9040680272108843,0.739,0.4970308604542342,1.2708,1.5643999999999998,5.853,28.296,14.263688172043013,14.361,3.9660544223687264,17.559,18.837,8.9805,20.129,16.240097269624574,16.106,1.6065260550882612,17.4516,18.32,9.045,94.119,74.00487141216992,85.60425000000001,21.663271682081838,87.006,87.867,6.0,22.4,10.153872737246298,9.811,1.7631771242041723,10.1565,12.012,0.0,3329.0,2937.7,3328.3,2934.6,3329.0,2937.8,3327.9,390.0999999999999,147.0,2938.4,3327.6,389.1999999999998,59.0,3143.0,3211.1,68.09999999999991,30.0
4b76064cbaace6d48f1c5953b4eaad16,0.01,0.1265,13.734,3.1876263736263732,1.663,3.2989696039431995,5.9345,8.956,7.941,19.8945,12.181027472527473,11.073,3.215576134106744,15.302,16.9,10.3645,20.4075,16.13569230769231,15.882,2.5306276996574395,19.0355,19.648,7.931,23.087,16.207899193548386,17.71275,4.502758693687302,20.122,21.00485,6.0,20.475,10.836137096774193,10.808250000000001,3.446139401378678,12.8009,13.7305,4.0,2667.1,2544.9,2566.1,2544.8,2566.2,2549.0,2566.0,17.0,46.0,2562.4,2565.7,3.299999999999727,19.0,2562.6,2564.5,1.900000000000091,10.0
4c9a263ac1b30223bc1512f7582a8431,0.1,0.2345,23.515,5.171201365187713,4.358,4.118672206997877,7.4342,10.6656,7.935,17.692,11.23230375426621,11.173,2.1031360707464692,13.0618,14.1283,10.6275,21.475,17.60119965870307,17.9715,1.887636526015853,19.041800000000002,19.804000000000002,7.762,24.751,20.732626067463706,21.08575,3.4932075601756507,24.3146,24.6404,5.27,19.528,10.370009991019309,10.281500000000001,2.71689138300855,12.709399999999999,14.0007,2.3,2838.8,2357.7,2752.9,2337.2,2834.8,2358.7,2752.5,393.8000000000002,147.0,2358.8,2747.2,388.39999999999964,59.0,2359.0,2722.4,363.4000000000001,30.0
4d6ce2e32bfdd278161f85731a7e05f8,0.099,0.103,36.547,5.411003926701571,1.36425,8.045217909128695,10.2154,18.280850000000004,6.659,21.416,13.986270942408375,14.84625,3.5835391023288476,16.9176,17.9873,10.2715,21.02,15.836476439790577,15.38175,2.48468078336916,18.4559,19.48125,8.825,24.739,20.74901502768257,21.232,2.9746308080383104,23.3702,24.194699999999997,6.0,19.589,10.82973042446612,10.8825,2.014344515771738,12.347,13.166799999999999,5.8,3073.3,2601.5,3018.7,2601.4,3018.8,2601.6,2990.0,388.4000000000001,191.0,2656.7,2669.5,12.800000000000182,77.0,2656.8,2669.4,12.599999999999909,39.0
4d77a925c23bfe011453dfb08c978d2f,0.1,0.2155,60.894,8.052602040816327,4.495,8.989811813283536,13.402,19.3385,7.8315,21.5165,12.164040816326532,11.652000000000001,3.226454727098738,15.263,16.37875,9.19,22.17,16.08501530612245,16.11,2.70088246258285,18.6855,19.49475,7.756,24.767,20.544210994075048,21.384,3.6805152332919824,23.6034,24.4482,2.15,14.04,8.514948650427913,8.58,2.417770634878732,10.546700000000001,11.5203,3147.4,3823.8,3565.7,3736.9,3565.6,3737.0,3572.1,3736.9,164.80000000000018,99.0,3707.3,3735.9,28.59999999999991,40.0,3707.3,3735.8,28.5,20.0
4db4d46025c891a84b33f836f6547981,0.01,0.103,9.01,2.2054216867469876,1.5554999999999999,1.8498557167027225,3.415,4.855,7.804,18.7425,11.816951807228916,11.4915,2.327604278970453,13.7475,14.738,8.931,19.449,15.716843373493976,15.78575,2.058949086052354,17.488,18.14875,7.65,24.722,20.20536318131257,21.302,4.325987455174697,24.0302,24.641,4.001,18.303,9.428062847608453,9.294,2.4725566016430505,10.979700000000001,12.249000000000002,3047.8,3635.5,3462.7,3568.9,3462.6,3569.0,3467.6,3567.5,99.90000000000009,83.0,3471.8,3567.4,95.59999999999991,34.0,3472.2,3567.3,95.10000000000036,17.0
4e29304383706ddf0bce27b8017c0b47,0.1,0.1115,290.63,38.36255678670361,13.2555,55.85923149821319,62.072000000000024,133.63049999999996,2.109,44.2605,11.81693005540166,11.039,6.720381947561203,16.134000000000004,20.39365,12.1385,24.403,20.282349030470915,20.601,2.474281516090259,22.538800000000002,23.49215,2.109,78.271,37.463168698458226,32.113,21.677428059262073,59.2199,75.80360000000003,7.97,26.773,15.402437432771602,15.599,3.4670364403797516,18.3226,19.956000000000003,2463.0,2833.0,2465.0,2816.0,2469.8,2814.2,2465.1,2816.0,350.9000000000001,361.0,2465.2,2816.0,350.8000000000002,145.0,2465.4,2816.0,350.5999999999999,73.0
4f8fa5005a9489c2df79b075234c0641,0.099,0.1045,18.425,2.2789977628635345,1.603,2.3667210712119733,3.5197000000000003,4.697000000000001,8.013,20.6335,13.792173378076065,13.882,2.348034617658918,15.5662,16.4414,8.8705,21.02,15.811275167785233,15.9,2.213412653423924,17.7042,18.8514,8.036,24.753,20.998725385527873,21.707,3.0448987528441385,23.5223,24.11275,6.0,17.995,10.23923428232503,10.21,1.8943599064151495,11.6801,12.6918,5.6,2904.6,2429.3,2810.9,2429.2,2811.0,2429.4,2789.8,360.4000000000001,227.0,2437.3,2780.6,343.2999999999997,90.0,2437.3,2780.5,343.1999999999998,45.0
